Gene 1	Gene 2	id %	som %	E-value
si:dkey-228a15.1 (NP_001038518.1)	zgc:103438 (XP_005159797.1)	89%	94%	0.0
eef1a1l1 (NP_571338.1)	eef1a1l2 (NP_001035074.1)	94%	97%	0.0
LOC100330546 (XP_002665637.1)	si:ch211-255a21.2 (XP_001336743.1)	99%	99%	0.0
si:ch211-255a21.2 (XP_001336743.1)	nkd3 (NP_001093875.1)	99%	99%	0.0
nkd3 (NP_001093875.1)	LOC796282 (XP_001336596.1)	99%	99%	0.0
tpmt.1 (NP_001002569.2)	tpmt.2 (XP_005159845.1)	94%	96%	3e-169
gabrr1 (XP_005160376.1)	gabrr2b (XP_697486.2)	68%	78%	0.0
leg1.2 (NP_998368.1)	leg1.1 (NP_001093526.1)	90%	95%	0.0
cyp46a1.1 (XP_009292818.1)	zgc:123299 (NP_001032495.1)	87%	93%	0.0
cyp46a1.2 (XP_009292815.1)	cyp46a1.4 (XP_005160404.1)	93%	97%	0.0
cyp46a1.4 (XP_005160404.1)	cyp46a1.3 (NP_001038763.1)	81%	89%	0.0
dsg2.1 (NP_001243566.1)	zmp:0000001074 (XP_021324275.1)	37%	56%	2e-116
serpina1l (NP_001013277.3)	serpina1 (XP_017207927.1)	96%	98%	0.0
si:dkey-239i20.2 (NP_001038294.1)	fmo5 (NP_944592.1)	94%	96%	0.0
fmo5 (NP_944592.1)	si:dkey-239i20.4 (NP_001038299.2)	57%	73%	0.0
six4b (NP_571792.2)	six1b (NP_996978.1)	54%	66%	3e-96
kita (XP_009292910.1)	pdgfra (NP_571534.1)	35%	51%	7e-163
si:dkey-15j16.3 (NP_001077293.2)	si:dkey-15j16.6 (XP_021324299.1)	56%	63%	2e-117
cyp2n13 (NP_001007357.1)	cyp2ad6 (XP_021324204.1)	53%	69%	1e-93
cyp2ad6 (XP_021324204.1)	cyp2ad2 (NP_694486.1)	55%	71%	9e-108
cyp2ad2 (NP_694486.1)	cyp2ad3 (NP_001020725.1)	76%	88%	0.0
cyp2v1 (XP_009298884.1)	LOC110438176 (XP_021324301.1)	58%	82%	6e-34
LOC110438176 (XP_021324301.1)	cyp2p6 (NP_956433.1)	69%	73%	2e-50
cyp2p6 (NP_956433.1)	cyp2p7 (NP_001076518.1)	77%	86%	0.0
cyp2p7 (NP_001076518.1)	cyp2p8 (NP_001076504.1)	83%	91%	0.0
cyp2p8 (NP_001076504.1)	cyp2p9 (XP_021324053.1)	92%	97%	0.0
cyp2p9 (XP_021324053.1)	cyp2p10 (NP_958919.1)	85%	92%	0.0
cyp2p10 (NP_958919.1)	cyp2j20 (XP_001337781.3)	84%	91%	0.0
foxq1b (NP_998072.1)	foxf2b (XP_003200754.1)	62%	80%	5e-38
foxf2b (XP_003200754.1)	foxc1b (NP_571804.1)	64%	81%	1e-42
ftr79 (XP_697299.3)	ftr97 (XP_002665768.3)	64%	77%	0.0
cdca4 (XP_005160625.1)	si:dkey-177p2.6 (NP_001068584.1)	42%	56%	4e-15
asb2a.1 (XP_696390.3)	asb2a.2 (XP_005160665.1)	51%	68%	0.0
si:dkey-65b13.8 (NP_001038427.1)	LOC101885872 (XP_017208076.2)	94%	96%	4e-59
LOC101885872 (XP_017208076.2)	LOC110438164 (XP_021324212.1)	96%	97%	7e-10
LOC101885580 (XP_017208080.2)	LOC103909339 (XP_021324213.1)	96%	98%	1e-66
LOC103909339 (XP_021324213.1)	si:ch211-199m3.1 (NP_001038287.1)	90%	95%	8e-49
selp (NP_001230252.1)	sele (XP_017207977.1)	42%	55%	2e-124
zp3a.2 (NP_001025291.1)	zp3a.1 (XP_005160715.1)	87%	93%	0.0
mep1a.1 (NP_001025452.1)	mep1a.2 (NP_001122199.1)	58%	71%	0.0
adgrf7 (XP_017208207.1)	adgrf6 (XP_021324329.1)	65%	77%	0.0
adgrf6 (XP_021324329.1)	LOC110438185 (XP_021324330.1)	37%	58%	2e-48
LOC110438185 (XP_021324330.1)	adgrf8 (XP_021324214.1)	31%	45%	6e-46
adgrf8 (XP_021324214.1)	LOC110438165 (XP_021324215.1)	72%	80%	0.0
ccl38.6 (XP_017208204.1)	ccl38a.5 (NP_001025344.1)	80%	87%	3e-63
ccl38a.5 (NP_001025344.1)	ccl38a.4 (NP_001096095.2)	69%	79%	3e-51
pimr136 (NP_001038527.1)	LOC108180288 (XP_021324216.1)	93%	95%	0.0
pimr131 (XP_017208050.1)	pimr128 (NP_001082861.1)	65%	71%	1e-38
pimr128 (NP_001082861.1)	pimr129 (XP_021324217.1)	67%	75%	0.0
cx43 (NP_571113.1)	cx32.2 (NP_001025381.2)	53%	70%	5e-90
cx28.9 (NP_001007325.1)	cx32.3 (NP_955906.1)	70%	81%	4e-126
cx32.3 (NP_955906.1)	cx34.5 (NP_001025371.1)	55%	68%	7e-115
pimr115 (XP_021324348.1)	pimr213 (NP_001025288.2)	77%	82%	2e-160
pimr213 (NP_001025288.2)	pimr113 (XP_021324349.1)	83%	85%	0.0
pimr113 (XP_021324349.1)	LOC797974 (XP_021324350.1)	87%	87%	0.0
LOC797974 (XP_021324350.1)	LOC110438167 (XP_021324219.1)	72%	75%	0.0
LOC108180340 (XP_021324221.1)	pimr110 (NP_001082859.1)	62%	74%	7e-118
pimr109 (NP_001038385.1)	pimr133 (NP_001313222.1)	52%	66%	1e-162
pimr133 (NP_001313222.1)	pimr132 (NP_001108157.1)	94%	96%	0.0
pimr132 (NP_001108157.1)	pimr134 (XP_017208224.1)	75%	83%	0.0
pimr134 (XP_017208224.1)	LOC560496 (XP_021324374.1)	78%	82%	0.0
LOC560496 (XP_021324374.1)	pimr124 (XP_021324375.1)	79%	84%	0.0
opn8a (NP_001303876.1)	opn8b (XP_021324180.1)	41%	67%	1e-61
taar12j (NP_001076380.1)	taar12h (NP_001076378.1)	81%	88%	0.0
taar12h (NP_001076378.1)	taar12e (NP_001076563.1)	71%	82%	0.0
taar12e (NP_001076563.1)	taar12g (NP_001076377.1)	86%	91%	0.0
taar12g (NP_001076377.1)	taar12f (NP_001124143.1)	86%	91%	0.0
taar12f (NP_001124143.1)	taar12a (NP_001076578.1)	82%	89%	0.0
taar12a (NP_001076578.1)	taar12b (NP_001076573.1)	93%	97%	0.0
taar12b (NP_001076573.1)	taar12c (NP_001076564.1)	83%	90%	0.0
taar12c (NP_001076564.1)	taar12i (NP_001076554.1)	82%	89%	0.0
taar12i (NP_001076554.1)	taar1b (NP_001076373.1)	40%	61%	7e-82
taar10b (XP_017208024.1)	taar10d (XP_009293243.1)	90%	93%	0.0
taar10d (XP_009293243.1)	taar10c (NP_001076369.1)	88%	90%	0.0
taar10c (NP_001076369.1)	taar10a (XP_017208021.1)	81%	86%	0.0
taar13e (NP_001076512.1)	taar64 (NP_001076571.1)	84%	92%	0.0
taar64 (NP_001076571.1)	taar13b (NP_001076511.1)	92%	97%	0.0
taar13b (NP_001076511.1)	taar13d (NP_001076510.1)	84%	92%	0.0
taar13d (NP_001076510.1)	taar13c (NP_001076509.1)	89%	95%	0.0
taar13c (NP_001076509.1)	taar15 (NP_001076508.1)	36%	59%	1e-70
taar14a (NP_001076505.1)	si:dkey-246e3.4 (XP_017208074.1)	80%	88%	2e-174
si:dkey-246e3.4 (XP_017208074.1)	taar14l (NP_001076572.1)	87%	93%	0.0
taar14l (NP_001076572.1)	taar14h (NP_001076562.1)	83%	90%	5e-176
taar14h (NP_001076562.1)	taar14i (NP_001076506.1)	86%	91%	0.0
taar14i (NP_001076506.1)	taar14j (NP_001076545.1)	88%	93%	0.0
taar14j (NP_001076545.1)	taar14e (NP_001076383.1)	85%	91%	0.0
taar14e (NP_001076383.1)	taar14g (NP_001076524.1)	86%	90%	0.0
taar14g (NP_001076524.1)	taar14f (NP_001076382.1)	89%	93%	0.0
taar14f (NP_001076382.1)	taar14d (NP_001076381.1)	89%	92%	0.0
taar14d (NP_001076381.1)	taar14b (NP_001076353.1)	98%	98%	0.0
si:ch211-153j24.3 (XP_692833.6)	jdp2b (NP_001002493.1)	43%	74%	5e-14
jdp2b (NP_001002493.1)	batf (NP_001038524.1)	41%	62%	3e-14
tfap2b (XP_005160940.1)	tfap2d (XP_005160944.1)	53%	63%	9e-124
nkx2.2b (NP_001007783.2)	nkx2.4b (NP_571664.1)	47%	63%	3e-43
tlr5b (NP_001124067.2)	tlr5a (XP_001919052.2)	73%	83%	0.0
tsta3 (NP_001008620.1)	zgc:100864 (NP_001003528.1)	83%	93%	0.0
LOC101885094 (XP_005160978.1)	LOC110438206 (XP_021324392.1)	93%	94%	0.0
LOC110438206 (XP_021324392.1)	LOC108180292 (XP_021324391.1)	93%	93%	0.0
LOC108180292 (XP_021324391.1)	LOC110438207 (XP_021324393.1)	85%	86%	0.0
hsp90aa1.2 (NP_001038538.1)	hsp90aa1.1 (NP_571403.1)	88%	95%	0.0
si:dkey-241l7.5 (XP_005160961.1)	zgc:171670 (XP_005160953.1)	96%	97%	7e-104
zgc:171670 (XP_005160953.1)	si:dkey-241l7.3 (XP_021324414.1)	99%	100%	2e-95
si:dkey-241l7.3 (XP_021324414.1)	si:dkey-241l7.2 (NP_001231964.1)	97%	98%	1e-94
zp2.2 (NP_571902.1)	zp2.3 (NP_571903.2)	94%	96%	0.0
zp2.3 (NP_571903.2)	si:zfos-1505d6.3 (XP_002665864.2)	96%	98%	0.0
si:zfos-1505d6.3 (XP_002665864.2)	zp2.6 (NP_571904.2)	97%	98%	0.0
zp2.6 (NP_571904.2)	zp2.1 (NP_001034972.2)	98%	99%	0.0
zp2.1 (NP_001034972.2)	zp2.5 (NP_571405.2)	94%	96%	0.0
LOC100537272 (XP_021324610.1)	LOC110438235 (XP_021324868.1)	100%	100%	8e-128
LOC110438235 (XP_021324868.1)	LOC110438236 (XP_021324869.1)	34%	51%	7e-22
si:rp71-1h20.5 (NP_001013577.1)	LOC100151145 (XP_001920021.1)	62%	74%	2e-146
LOC100151145 (XP_001920021.1)	im:7160358 (XP_021324625.1)	56%	74%	1e-111
im:7160358 (XP_021324625.1)	LOC103908612 (XP_005161014.1)	51%	70%	5e-74
LOC103908612 (XP_005161014.1)	gb:ai877918 (XP_021324622.1)	39%	51%	5e-69
gb:ai877918 (XP_021324622.1)	LOC101883936 (XP_005161011.1)	43%	64%	1e-105
LOC101883936 (XP_005161011.1)	zgc:163077 (NP_001091655.1)	54%	67%	3e-90
zgc:163077 (NP_001091655.1)	zgc:171220 (XP_017208231.1)	41%	57%	7e-76
zgc:171220 (XP_017208231.1)	LOC108180795 (XP_021324624.1)	62%	74%	0.0
LOC108180795 (XP_021324624.1)	zgc:162971 (NP_001083032.1)	52%	65%	3e-149
zgc:113343 (XP_005160995.1)	si:dkey-50i6.6 (XP_009293355.2)	51%	66%	6e-107
si:dkey-50i6.6 (XP_009293355.2)	LOC103909394 (XP_017208438.1)	63%	70%	8e-152
LOC103909394 (XP_017208438.1)	si:ch73-299h12.2 (XP_017208439.1)	57%	66%	3e-139
si:ch73-299h12.2 (XP_017208439.1)	si:ch73-299h12.4 (XP_001337387.5)	45%	58%	1e-107
si:ch73-299h12.4 (XP_001337387.5)	si:ch73-299h12.6 (XP_005160991.1)	58%	75%	6e-84
si:ch73-299h12.6 (XP_005160991.1)	si:ch211-241b2.1 (NP_001017868.1)	80%	89%	7e-149
si:ch211-241b2.1 (NP_001017868.1)	zgc:66483 (XP_017208239.1)	59%	71%	9e-96
zgc:66483 (XP_017208239.1)	zgc:113348 (NP_001013305.1)	47%	56%	1e-78
zgc:113348 (NP_001013305.1)	zgc:193790 (NP_001122163.1)	48%	63%	1e-100
zgc:193790 (NP_001122163.1)	si:ch73-299h12.8 (XP_021324629.1)	40%	57%	3e-60
si:ch73-299h12.9 (XP_685740.3)	LOC110437819 (XP_021324630.1)	73%	79%	0.0
LOC110437819 (XP_021324630.1)	si:ch211-241b2.4 (XP_001922865.4)	51%	64%	2e-76
si:ch211-241b2.5 (XP_009293364.2)	LOC101883468 (XP_017208564.1)	45%	64%	9e-06
LOC101883468 (XP_017208564.1)	LOC101884484 (XP_009293361.1)	40%	62%	5e-59
znf971 (NP_001315520.1)	zgc:194215 (XP_021324420.1)	51%	61%	1e-129
st6galnac6 (XP_017208445.1)	st6galnac4 (NP_001038835.1)	43%	64%	6e-72
LOC103909414 (XP_021324646.1)	si:dkey-84o3.2 (XP_021324645.1)	97%	98%	7e-143
LOC110437707 (XP_021324885.1)	LOC110438239 (XP_021324886.1)	35%	60%	4e-53
LOC110438239 (XP_021324886.1)	loxhd1a (XP_021324660.1)	40%	55%	3e-57
si:ch211-134a4.1 (XP_002665293.1)	si:ch211-134a4.4 (XP_021324603.1)	57%	69%	2e-76
si:ch211-134a4.4 (XP_021324603.1)	si:ch211-134a4.5 (XP_002665292.1)	49%	63%	1e-62
LOC795570 (XP_003200869.2)	LOC103909421 (XP_017208430.1)	87%	94%	3e-83
LOC103909421 (XP_017208430.1)	LOC110438240 (XP_021324888.1)	49%	64%	5e-36
f2rl1.2 (XP_005161546.1)	f2rl1.1 (NP_001073273.1)	54%	72%	5e-156
f2rl1.1 (NP_001073273.1)	LOC100149161 (XP_017208504.1)	35%	56%	5e-52
LOC100149161 (XP_017208504.1)	LOC108180716 (XP_021324889.1)	82%	88%	1e-176
zgc:171965 (NP_001096094.1)	si:dkey-163m14.7 (XP_001334308.2)	74%	79%	0.0
si:dkey-163m14.7 (XP_001334308.2)	si:dkey-163m14.6 (XP_021324678.1)	66%	74%	2e-160
si:dkey-163m14.6 (XP_021324678.1)	LOC794215 (XP_021324605.1)	94%	97%	0.0
LOC794215 (XP_021324605.1)	LOC799227 (XP_001339608.2)	68%	76%	1e-141
LOC799227 (XP_001339608.2)	LOC799156 (XP_001339543.4)	83%	88%	0.0
LOC799156 (XP_001339543.4)	si:dkey-163m14.2 (XP_001339477.5)	72%	80%	1e-168
nr6a1b (NP_001028892.1)	nr5a1b (NP_997999.1)	49%	69%	1e-32
cel.2 (XP_021324701.1)	cel.1 (NP_955901.1)	87%	93%	0.0
LOC101884909 (XP_021324898.1)	zgc:113162 (XP_021324511.1)	28%	46%	2e-11
LOC100535016 (XP_017208420.1)	glulc (XP_009293524.1)	68%	77%	1e-74
LOC108179090 (XP_021324717.1)	si:dkey-11o15.4 (XP_021324715.1)	88%	93%	0.0
si:dkey-11o15.4 (XP_021324715.1)	LOC103908709 (XP_021324718.1)	70%	80%	1e-126
si:dkeyp-87d8.8 (XP_005161277.1)	gcnt4b (XP_021324607.1)	80%	86%	0.0
gzmk (XP_001335076.2)	gzma (XP_021324736.1)	86%	91%	7e-170
LOC108180736 (XP_017208427.1)	LOC108180735 (XP_017208426.1)	82%	90%	0.0
LOC108180735 (XP_017208426.1)	or133-6 (XP_009293664.1)	81%	88%	0.0
or133-6 (XP_009293664.1)	or133-5 (XP_017208419.1)	81%	90%	0.0
or133-5 (XP_017208419.1)	or133-10 (XP_009293665.3)	92%	94%	5e-169
or133-10 (XP_009293665.3)	or133-1 (XP_002665989.1)	68%	82%	8e-108
LOC108180717 (XP_017208338.1)	or125-8 (NP_001121878.1)	89%	94%	1e-150
or125-8 (NP_001121878.1)	or125-7 (NP_001121886.1)	54%	77%	2e-127
or125-7 (NP_001121886.1)	or125-6 (NP_001121844.1)	93%	96%	0.0
or125-6 (NP_001121844.1)	or125-5 (NP_001124282.1)	94%	96%	0.0
or125-5 (NP_001124282.1)	or125-4 (NP_001122039.1)	63%	79%	2e-151
or125-4 (NP_001122039.1)	or125-3 (NP_001122044.1)	60%	77%	1e-137
or125-3 (NP_001122044.1)	or125-2 (NP_001121874.1)	60%	76%	9e-135
or125-2 (NP_001121874.1)	or125-1 (NP_001121884.1)	83%	90%	0.0
or125-1 (NP_001121884.1)	or123-1 (NP_001124277.1)	40%	61%	1e-77
or123-1 (NP_001124277.1)	or124-1 (NP_001121875.1)	53%	68%	2e-109
or124-1 (NP_001121875.1)	or124-3 (NP_001124286.1)	82%	90%	0.0
or124-3 (NP_001124286.1)	or124-2 (NP_001121893.1)	83%	90%	0.0
or124-2 (NP_001121893.1)	or124-4 (XP_002666005.1)	69%	83%	4e-162
neu3.1 (XP_005161262.1)	neu3.2 (NP_001003644.2)	55%	68%	6e-144
neu3.2 (NP_001003644.2)	neu3.3 (NP_001071006.1)	61%	71%	2e-160
neu3.3 (NP_001071006.1)	neu3.4 (XP_005161266.1)	80%	87%	0.0
neu3.4 (XP_005161266.1)	neu3.5 (XP_005161185.1)	69%	80%	0.0
vsig10l2 (XP_017208434.2)	pvrl1a (XP_005161187.1)	24%	38%	9e-07
gig2l (NP_001232918.1)	gig2k (NP_001232915.1)	70%	83%	4e-65
gig2k (NP_001232915.1)	gig2j (NP_001122285.1)	73%	80%	1e-71
gig2j (NP_001122285.1)	gig2i (NP_001245154.1)	76%	84%	6e-90
gig2i (NP_001245154.1)	gig2h (NP_001265760.1)	70%	83%	1e-78
gig2h (NP_001265760.1)	gig2g (NP_001232928.1)	99%	99%	3e-119
gig2g (NP_001232928.1)	gig2f (NP_001232913.1)	66%	79%	7e-54
gig2f (NP_001232913.1)	gig2e (NP_001232920.1)	65%	80%	1e-61
gig2e (NP_001232920.1)	gig2d (NP_001232916.1)	70%	83%	2e-67
c1qb (NP_001003482.1)	c1qc (NP_001005976.1)	27%	41%	4e-16
c1qc (NP_001005976.1)	c1qa (NP_001018363.1)	36%	52%	5e-35
fbxo40.1 (NP_001107129.1)	fbxo40.2 (XP_694708.3)	47%	61%	0.0
htr3b (XP_021324909.1)	htr3a (XP_009293684.1)	54%	76%	3e-125
LOC101886091 (XP_017208340.1)	LOC108180718 (XP_017208341.1)	100%	100%	3e-95
LOC108180718 (XP_017208341.1)	LOC110438229 (XP_021324758.1)	85%	93%	3e-82
or132-1 (XP_009293550.2)	or132-2 (NP_001122031.1)	82%	90%	0.0
or132-2 (NP_001122031.1)	si:dkey-92k1.9 (XP_017208527.1)	94%	97%	0.0
si:dkey-92k1.9 (XP_017208527.1)	or132-4 (NP_001121865.1)	89%	94%	0.0
or132-4 (NP_001121865.1)	or132-3 (XP_009293552.1)	91%	95%	0.0
or132-3 (XP_009293552.1)	or132-5 (XP_001919585.2)	81%	89%	0.0
cldnh (NP_571842.1)	cldnc (NP_571839.1)	62%	83%	5e-105
cldnb (NP_571838.1)	LOC100147871 (XP_005161335.1)	59%	82%	1e-83
cldnd (NP_851295.1)	LOC796314 (XP_005161336.1)	52%	70%	3e-62
LOC796314 (XP_005161336.1)	zgc:136892 (NP_001035450.1)	43%	64%	8e-55
timd4 (NP_001116089.1)	havcr1 (XP_009293750.1)	42%	58%	9e-22
havcr1 (XP_009293750.1)	havcr2 (XP_009293791.1)	37%	54%	1e-29
LOC103909472 (XP_021324810.1)	LOC101885013 (XP_021324811.1)	85%	86%	0.0
LOC100536928 (XP_017208405.1)	si:dkey-73n10.8 (XP_009293819.1)	88%	89%	0.0
LOC110437816 (XP_021324797.1)	LOC101883236 (XP_021324772.1)	77%	81%	3e-142
LOC101883236 (XP_021324772.1)	LOC101887118 (XP_021324787.1)	92%	93%	0.0
LOC101887118 (XP_021324787.1)	LOC103909470 (XP_021324796.1)	83%	90%	2e-36
LOC103909470 (XP_021324796.1)	LOC108180720 (XP_017208344.1)	95%	97%	3e-84
LOC101883276 (XP_021324920.1)	LOC100001363 (XP_021324852.1)	71%	79%	2e-36
LOC100001363 (XP_021324852.1)	zgc:171310 (NP_001096116.1)	83%	86%	1e-161
LOC100538123 (XP_021324855.1)	LOC101882892 (XP_021324842.1)	81%	85%	4e-147
LOC101882892 (XP_021324842.1)	LOC108179151 (XP_021324853.1)	88%	91%	1e-163
LOC100537585 (XP_021324820.1)	LOC559538 (XP_021324856.1)	68%	73%	9e-21
LOC559538 (XP_021324856.1)	LOC110437791 (XP_021324850.1)	97%	98%	0.0
LOC110437791 (XP_021324850.1)	LOC101885828 (XP_021324839.1)	87%	91%	1e-36
zgc:165573 (NP_001092236.1)	si:ch211-160j14.2 (XP_001332565.2)	65%	67%	8e-34
LOC101885280 (XP_021324902.1)	LOC110438244 (XP_021324904.1)	99%	100%	3e-130
slc47a2 (NP_001073648.1)	mate4 (XP_688576.2)	81%	88%	0.0
serpinf2a (XP_688797.1)	serpinf1 (NP_001004539.1)	27%	48%	5e-42
or115-15 (NP_571158.1)	or115-1 (NP_571817.1)	55%	77%	3e-132
or115-1 (NP_571817.1)	or115-14 (NP_571816.1)	88%	95%	0.0
or115-14 (NP_571816.1)	or115-13 (XP_005161487.1)	88%	93%	0.0
or115-13 (XP_005161487.1)	or115-12 (XP_021324575.1)	70%	86%	1e-173
or115-12 (XP_021324575.1)	or115-11 (XP_009293918.1)	66%	81%	1e-156
or115-11 (XP_009293918.1)	or115-10 (XP_009293931.1)	65%	79%	6e-141
or115-10 (XP_009293931.1)	or115-9 (XP_009293921.1)	63%	80%	6e-152
or115-8 (XP_005161488.1)	LOC108180809 (XP_017208546.1)	66%	80%	3e-156
LOC108180809 (XP_017208546.1)	or115-7 (NP_001030339.1)	88%	95%	0.0
or115-7 (NP_001030339.1)	si:ch211-218m3.13 (XP_017208556.1)	95%	97%	0.0
si:ch211-218m3.13 (XP_017208556.1)	or115-6 (NP_001035388.1)	72%	84%	4e-171
or115-6 (NP_001035388.1)	or115-5 (XP_009293920.1)	69%	82%	6e-162
or115-5 (XP_009293920.1)	or115-2 (XP_001923166.3)	71%	83%	6e-166
or115-2 (XP_001923166.3)	si:ch211-218m3.18 (XP_009293934.1)	95%	98%	0.0
gabrg2 (XP_021324510.1)	gabra1 (XP_009293962.1)	54%	70%	2e-119
gabra1 (XP_009293962.1)	gabra6b (XP_002667403.3)	56%	69%	0.0
LOC110438249 (XP_021324927.1)	p4ha2 (XP_009293964.1)	57%	72%	2e-93
si:ch1073-263o8.2 (XP_021324600.1)	si:dkey-229d11.5 (XP_682936.4)	64%	72%	0.0
si:dkey-229d11.5 (XP_682936.4)	si:ch211-263m18.4 (XP_017208441.1)	75%	80%	0.0
si:ch211-263m18.4 (XP_017208441.1)	LOC110438210 (XP_021324601.1)	72%	79%	2e-114
slc22a4 (XP_005170389.1)	slc22a21 (NP_001295487.1)	54%	72%	9e-132
ora1 (NP_001124140.1)	LOC110438289 (XP_021325333.1)	99%	100%	0.0
wu:fd14a01 (XP_021325144.1)	LOC100537594 (XP_021325145.1)	98%	99%	0.0
ora3 (XP_009294044.1)	LOC100535282 (XP_009294045.1)	70%	80%	0.0
LOC100330706 (XP_005161596.1)	LOC100005584 (XP_005161595.2)	84%	88%	6e-152
LOC100005584 (XP_005161595.2)	si:ch73-138e16.2 (NP_001093566.1)	64%	75%	1e-99
si:ch73-138e16.2 (NP_001093566.1)	si:ch73-138e16.4 (XP_017208828.1)	60%	73%	3e-69
si:ch73-138e16.4 (XP_017208828.1)	LOC108179101 (XP_009294107.1)	59%	76%	4e-90
LOC108179101 (XP_009294107.1)	LOC108179102 (XP_021325150.1)	69%	80%	2e-115
LOC108179102 (XP_021325150.1)	LOC101882049 (XP_021325334.1)	71%	82%	4e-94
LOC101882049 (XP_021325334.1)	si:ch73-138e16.8 (XP_003200984.2)	62%	71%	9e-82
si:ch73-138e16.8 (XP_003200984.2)	LOC101882235 (XP_005161604.2)	80%	88%	2e-128
LOC101882235 (XP_005161604.2)	znf45l (XP_017208611.1)	59%	70%	2e-108
znf45l (XP_017208611.1)	LOC110438262 (XP_021325149.1)	67%	76%	6e-122
LOC110438262 (XP_021325149.1)	zgc:113336 (XP_021324998.1)	69%	77%	1e-149
zgc:113336 (XP_021324998.1)	LOC101882460 (XP_009294102.1)	49%	62%	4e-137
LOC101882460 (XP_009294102.1)	zgc:101130 (NP_001037792.1)	47%	61%	6e-91
zgc:101130 (NP_001037792.1)	si:dkeyp-53d3.6 (XP_005161585.1)	47%	62%	5e-78
si:dkeyp-53d3.6 (XP_005161585.1)	si:dkeyp-53d3.3 (NP_001082865.2)	45%	60%	2e-68
si:dkeyp-53d3.3 (NP_001082865.2)	LOC100334104 (XP_002666160.2)	62%	72%	5e-95
LOC100334104 (XP_002666160.2)	LOC100535676 (XP_009294100.1)	57%	72%	1e-88
LOC100535676 (XP_009294100.1)	si:dkeyp-53d3.5 (NP_001038477.1)	41%	53%	3e-53
si:dkeyp-53d3.5 (NP_001038477.1)	si:ch211-255f4.1 (XP_021325153.1)	46%	61%	3e-70
si:ch211-255f4.1 (XP_021325153.1)	LOC101882638 (XP_021325060.1)	45%	62%	4e-100
LOC101882638 (XP_021325060.1)	LOC110438251 (XP_021325059.1)	73%	81%	0.0
LOC110438251 (XP_021325059.1)	zgc:173486 (XP_021324950.1)	51%	64%	0.0
zgc:173486 (XP_021324950.1)	LOC100535814 (XP_003200988.4)	58%	69%	9e-90
LOC100535814 (XP_003200988.4)	LOC563477 (XP_021325061.1)	56%	71%	6e-83
LOC110437757 (XP_003200989.3)	LOC100329844 (XP_021325062.1)	57%	73%	5e-38
LOC100329844 (XP_021325062.1)	LOC568851 (XP_005161611.2)	63%	74%	6e-101
LOC568851 (XP_005161611.2)	LOC100535941 (XP_009294094.2)	44%	59%	2e-84
LOC100535941 (XP_009294094.2)	LOC101883008 (XP_005161612.2)	55%	68%	2e-133
LOC101883008 (XP_005161612.2)	LOC101883071 (XP_005161613.2)	55%	70%	2e-95
LOC101883071 (XP_005161613.2)	LOC101885651 (XP_009294092.1)	63%	75%	6e-120
LOC101885651 (XP_009294092.1)	LOC101883134 (XP_021325058.1)	31%	41%	1e-16
LOC101883134 (XP_021325058.1)	si:ch211-255f4.12 (XP_021325335.1)	60%	67%	6e-38
si:ch211-255f4.12 (XP_021325335.1)	si:dkey-1b17.2 (XP_017208652.1)	66%	75%	5e-140
si:dkey-1b17.2 (XP_017208652.1)	LOC100329627 (XP_002666168.3)	53%	65%	7e-75
LOC100329627 (XP_002666168.3)	si:dkey-1b17.5 (XP_017208845.1)	52%	66%	5e-85
si:dkey-1b17.5 (XP_017208845.1)	znf1160 (NP_001103585.1)	58%	73%	5e-150
znf1160 (NP_001103585.1)	si:dkey-1b17.8 (XP_003200978.3)	56%	69%	5e-118
si:dkey-1b17.8 (XP_003200978.3)	si:dkey-1b17.9 (XP_009294085.1)	49%	64%	2e-104
si:dkey-1b17.9 (XP_009294085.1)	LOC101883491 (XP_005161617.2)	60%	70%	2e-162
LOC101883491 (XP_005161617.2)	znf1159 (XP_021325063.1)	90%	94%	0.0
znf1159 (XP_021325063.1)	LOC110438290 (XP_021325336.1)	54%	63%	2e-76
LOC110438290 (XP_021325336.1)	znf1169 (XP_003200981.3)	53%	63%	6e-76
znf1169 (XP_003200981.3)	znf1178 (XP_021325086.1)	56%	67%	6e-105
znf1178 (XP_021325086.1)	LOC108179194 (XP_017208864.1)	48%	62%	3e-105
LOC108179194 (XP_017208864.1)	znf1154 (XP_017208855.1)	62%	73%	2e-157
znf1154 (XP_017208855.1)	znf1168 (XP_021325085.1)	68%	78%	2e-157
znf1168 (XP_021325085.1)	znf1184 (XP_009294081.2)	45%	53%	9e-100
znf1184 (XP_009294081.2)	znf1002 (XP_021325064.1)	73%	81%	0.0
znf1002 (XP_021325064.1)	LOC108181160 (XP_017208888.1)	56%	65%	5e-163
LOC108181160 (XP_017208888.1)	LOC100536344 (XP_021325083.1)	56%	66%	5e-127
LOC100536344 (XP_021325083.1)	znf1174 (NP_001076567.1)	65%	75%	1e-119
znf1174 (NP_001076567.1)	LOC110438291 (XP_021325337.1)	71%	79%	2e-112
LOC108181161 (XP_017208889.1)	LOC103909505 (XP_017208867.1)	58%	70%	2e-110
LOC103909505 (XP_017208867.1)	znf1156 (XP_009294064.2)	53%	67%	2e-62
znf1156 (XP_009294064.2)	LOC101884467 (XP_009294080.2)	71%	80%	4e-74
LOC101884467 (XP_009294080.2)	znf1167 (XP_009294078.1)	58%	71%	0.0
