Classes;Orders;Species;0A;0B;1A;1B;2A;2B;3A;3B;4A;4B;5A;5B;6A;6B;7A;7B;8A;8B;9A;9B;10A;10B;11A;11B;12A;12B;13A;13B;14A;14B;15A;15B;16A;16B;17A;17B;18A;18B;19A;19B;20A;20B;21A;21B;22A;22B;23A;23B;24A;24B;25A;25B;26A;26B;27A;27B;28A;28B;29A;29B;30A;30B;31A;31B;32A;32B;33A;33B;34A;34B;35A;35B;36A;36B;37A;37B;38A;38B;39A;39B;40A;40B;41A;41B;42A;42B;43A;43B;44A;44B;45A;45B;46A;46B;47A;47B;48A;48B;49A;49B;50A;50B;51A;51B;52A;52B;53A;53B;54A;54B;55A;55B;56A;56B;57A;57B;58A;58B;59A;59B;60A;60B;61A;61B;62A;62B;63A;63B;64A;64B;65A;65B;66A;66B;67A;67B;68A;68B;69A;69B;70A;70B;71A;71B;72A;72B;73A;73B;74A;74B;75A;75B;76A;76B;77A;77B;78A;78B;79A;79B;80A;80B;81A;81B;82A;82B;83A;83B;84A;84B;85A;85B;86A;86B;87A;87B;88A;88B;89A;89B;90A;90B
Actinopteri;Cichliformes;Astatotilapia_calliptera;;;;;ENSACLP00000021299;;;ENSACLP00000028184;;;;;;ENSACLP00000009504;ENSACLP00000036970;;;;ENSACLP00000008134;;ENSACLP00000012148;;;ENSACLP00000024126;;;;;;;ENSACLP00000040665;ENSACLP00000037691;;;;;;ENSACLP00000002014;ENSACLP00000007693;;;;;ENSACLP00000040775;;;ENSACLP00000000832;;;;ENSACLP00000009898;;;;;;;;ENSACLP00000019966;;;;;;ENSACLP00000025496;;;;;;;;;;;ENSACLP00000008174;ENSACLP00000011983;;;;ENSACLP00000009377;ENSACLP00000029004;;;;;;;;;;ENSACLP00000025752;;;;ENSACLP00000020405;;;;ENSACLP00000014854;;;;;ENSACLP00000039993;ENSACLP00000039881;ENSACLP00000003667;;ENSACLP00000017667;;ENSACLP00000040571;;;;ENSACLP00000037857;;;;;;;;;;;ENSACLP00000036998;;ENSACLP00000021275;ENSACLP00000024308;;;ENSACLP00000013534;;;ENSACLP00000003410;;;;ENSACLP00000025619;ENSACLP00000025533;;;;;;;;ENSACLP00000015897;ENSACLP00000021109;;;ENSACLP00000016557;;;ENSACLP00000000211;ENSACLP00000000241;ENSACLP00000037037;;;ENSACLP00000009639;ENSACLP00000002646;ENSACLP00000002692;;ENSACLP00000015350;ENSACLP00000002886;ENSACLP00000002965;;ENSACLP00000027903;;ENSACLP00000003489;;;ENSACLP00000008661;ENSACLP00000008033;;ENSACLP00000018127;ENSACLP00000040909;;;;;ENSACLP00000023606
Actinopteri;Cichliformes;Haplochromis_burtoni;;;;;ENSHBUP00000030613;;;ENSHBUP00000023256;;;;;ENSHBUP00000030748;ENSHBUP00000015079;ENSHBUP00000003958;;;;ENSHBUP00000024043;;ENSHBUP00000010870;ENSHBUP00000018209;;ENSHBUP00000030016;;;;;;;ENSHBUP00000030251;ENSHBUP00000030837;;;;;;ENSHBUP00000035158;ENSHBUP00000013580;;;;;ENSHBUP00000009365;;;ENSHBUP00000032468;;;;ENSHBUP00000000114;;;;;;;;ENSHBUP00000016740;;;;;;ENSHBUP00000019360;;;;;;;;;;;ENSHBUP00000033948;ENSHBUP00000026005;;;;ENSHBUP00000032060;ENSHBUP00000005138;;;;;;;;;ENSHBUP00000027692;;;;;ENSHBUP00000022937;;;;ENSHBUP00000004204;;;;;;ENSHBUP00000031356;;;ENSHBUP00000011088;;ENSHBUP00000014302;;;;ENSHBUP00000020694;;;;;;;;;;;ENSHBUP00000003961;;ENSHBUP00000013897;ENSHBUP00000006904;;;ENSHBUP00000001537;;;ENSHBUP00000016889;;;;ENSHBUP00000006612;ENSHBUP00000011118;;ENSHBUP00000025642;;;;;;ENSHBUP00000020392;ENSHBUP00000014877;;;ENSHBUP00000019471;;;ENSHBUP00000023372;ENSHBUP00000010968;ENSHBUP00000035511;;;ENSHBUP00000030107;ENSHBUP00000024341;ENSHBUP00000024329;;ENSHBUP00000014977;ENSHBUP00000014613;ENSHBUP00000013625;;ENSHBUP00000017710;;ENSHBUP00000032599;;;ENSHBUP00000021825;ENSHBUP00000000564;;ENSHBUP00000015331;ENSHBUP00000033604;ENSHBUP00000013473;;;;ENSHBUP00000008388
Actinopteri;Cichliformes;Maylandia_zebra;;;;;ENSMZEP00005011762;;;ENSMZEP00005020593;;;;;;ENSMZEP00005020209;;;;;ENSMZEP00005034350;;ENSMZEP00005016634;ENSMZEP00005010739;;ENSMZEP00005027243;;;;;;;ENSMZEP00005004609;ENSMZEP00005013870;;;;;;ENSMZEP00005026051;ENSMZEP00005020373;;;;;ENSMZEP00005005725;;;ENSMZEP00005000264;;;;ENSMZEP00005017392;;;;;;;;ENSMZEP00005001145;;;;;;ENSMZEP00005006462;;;;;;;;;;;ENSMZEP00005018441;ENSMZEP00005032642;;;;ENSMZEP00005028850;ENSMZEP00005022099;;;;;;;;;;ENSMZEP00005026554;;;;ENSMZEP00005010412;;;;ENSMZEP00005036050;;;;;ENSMZEP00005029464;ENSMZEP00005029458;;;ENSMZEP00005037919;;ENSMZEP00005026263;;;;ENSMZEP00005004302;;;;;;;;;;ENSMZEP00005021152;ENSMZEP00005021162;;ENSMZEP00005011781;ENSMZEP00005024215;;;ENSMZEP00005037083;;;ENSMZEP00005016241;;;;ENSMZEP00005006912;ENSMZEP00005006980;;;;;;;;ENSMZEP00005008089;ENSMZEP00005027933;;;ENSMZEP00005036026;;;ENSMZEP00005019209;ENSMZEP00005019201;ENSMZEP00005002750;;;ENSMZEP00005003997;ENSMZEP00005014972;ENSMZEP00005015017;;ENSMZEP00005028127;ENSMZEP00005012777;ENSMZEP00005031846;;ENSMZEP00005011352;;ENSMZEP00005036843;;;ENSMZEP00005015259;ENSMZEP00005015238;;ENSMZEP00005003178;;ENSMZEP00005029763;;;;ENSMZEP00005013428
Actinopteri;Cichliformes;Neolamprologus_brichardi;;;;;ENSNBRP00000009494;;;ENSNBRP00000006276;;;;;;ENSNBRP00000018695;;;;;ENSNBRP00000020397;;ENSNBRP00000018002;ENSNBRP00000018029;;ENSNBRP00000005156;;;;;;;ENSNBRP00000017848;ENSNBRP00000025469;;;;;;ENSNBRP00000013641;ENSNBRP00000002299;;;;;ENSNBRP00000011713;;;;ENSNBRP00000006014;;;ENSNBRP00000021522;;;;;;;;ENSNBRP00000018810;;;;;;ENSNBRP00000001892;;;;;;;;;;;ENSNBRP00000012628;ENSNBRP00000018650;;;;ENSNBRP00000003332;ENSNBRP00000029807;;;;;;;;;ENSNBRP00000000718;;;;;ENSNBRP00000019216;;;;ENSNBRP00000014865;;;;;ENSNBRP00000029978;ENSNBRP00000029826;;;ENSNBRP00000026440;;ENSNBRP00000023304;;;;;;;;;;;;;;ENSNBRP00000028739;ENSNBRP00000028703;;ENSNBRP00000009376;ENSNBRP00000025471;;;ENSNBRP00000014968;;;ENSNBRP00000011972;;;;ENSNBRP00000013696;ENSNBRP00000013528;;;;;;;;;ENSNBRP00000004257;;;ENSNBRP00000023756;;;ENSNBRP00000028559;ENSNBRP00000028471;ENSNBRP00000019749;;;ENSNBRP00000030024;ENSNBRP00000001261;ENSNBRP00000001222;;ENSNBRP00000019254;ENSNBRP00000006209;ENSNBRP00000006168;;ENSNBRP00000029198;;ENSNBRP00000025761;;;ENSNBRP00000017313;ENSNBRP00000017345;;ENSNBRP00000001114;;ENSNBRP00000003636;;;;ENSNBRP00000011279
Actinopteri;Cichliformes;Oreochromis_niloticus;;;;;ENSONIP00000036796;;;ENSONIP00000007972;;;;;;ENSONIP00000035893;;;;;ENSONIP00000005675;;ENSONIP00000050992;ENSONIP00000044675;;ENSONIP00000003817;;;;;;;ENSONIP00000015152;ENSONIP00000001310;;;;;;ENSONIP00000056434;ENSONIP00000058694;;;;;ENSONIP00000014088;;;ENSONIP00000080510;;;;ENSONIP00000074333;;;;;;;;ENSONIP00000056498;;;;;;ENSONIP00000010486;;;;;;;;;;;ENSONIP00000038059;ENSONIP00000038283;;;;ENSONIP00000006067;ENSONIP00000021370;;;;;;;;;ENSONIP00000000045;;;;;ENSONIP00000019172;;;;ENSONIP00000071234;;;;;ENSONIP00000031842;ENSONIP00000051670;;;ENSONIP00000059266;;ENSONIP00000007360;;;;ENSONIP00000004224;;;;;;;;;;ENSONIP00000013814;ENSONIP00000013808;;ENSONIP00000023479;;;;ENSONIP00000042366;;;ENSONIP00000026872;;;;ENSONIP00000013932;ENSONIP00000058795;;ENSONIP00000033284;;;;;;;ENSONIP00000050629;;;ENSONIP00000024498;;;ENSONIP00000016088;ENSONIP00000065105;ENSONIP00000017438;;;;ENSONIP00000021188;ENSONIP00000056473;;ENSONIP00000081447;ENSONIP00000019848;ENSONIP00000066944;;ENSONIP00000043270;;ENSONIP00000006420;;;ENSONIP00000064622;ENSONIP00000022530;;ENSONIP00000013727;ENSONIP00000022742;;;;;ENSONIP00000001841
Actinopteri;Cichliformes;Pundamilia_nyererei;;;;;ENSPNYP00000001593;;;ENSPNYP00000006557;ENSPNYP00000031267;;;;;ENSPNYP00000023035;ENSPNYP00000030115;;;;ENSPNYP00000001759;;ENSPNYP00000025477;;;ENSPNYP00000015173;;;;;;;ENSPNYP00000011008;ENSPNYP00000030040;;;;;;ENSPNYP00000005447;ENSPNYP00000013533;;;;;ENSPNYP00000002593;;;ENSPNYP00000009786;;;;ENSPNYP00000024234;;;;;;;;ENSPNYP00000020199;;;;;;ENSPNYP00000027294;;;;;;;;;;;ENSPNYP00000004919;ENSPNYP00000007511;;;;ENSPNYP00000029953;ENSPNYP00000004086;;;;;;;;;ENSPNYP00000010933;;;;;ENSPNYP00000021361;;;;ENSPNYP00000007834;;;;;;ENSPNYP00000005706;ENSPNYP00000003634;;ENSPNYP00000015914;;ENSPNYP00000007359;;;;ENSPNYP00000025314;;;;;;;;;;;ENSPNYP00000030103;;ENSPNYP00000001585;ENSPNYP00000008250;;;ENSPNYP00000027709;;;ENSPNYP00000027366;;;;ENSPNYP00000006148;ENSPNYP00000002259;;;;;;;;;ENSPNYP00000031310;;;ENSPNYP00000005368;;;ENSPNYP00000021803;ENSPNYP00000021776;ENSPNYP00000010726;;;ENSPNYP00000005581;ENSPNYP00000010306;ENSPNYP00000010263;;ENSPNYP00000014054;ENSPNYP00000016162;ENSPNYP00000019603;;ENSPNYP00000004275;;ENSPNYP00000012200;;;ENSPNYP00000000331;ENSPNYP00000000330;;ENSPNYP00000015216;ENSPNYP00000013808;;;;;ENSPNYP00000018955
Actinopteri;Clupeiformes;Clupea_harengus;;ENSCHAP00000039836;;;;;;ENSCHAP00000030807;ENSCHAP00000053443;;;;;ENSCHAP00000001296;ENSCHAP00000056754;;;;ENSCHAP00000003471;;ENSCHAP00000059309;;;ENSCHAP00000055046;;;;;;;ENSCHAP00000032229;ENSCHAP00000027257;;;;;;ENSCHAP00000026207;ENSCHAP00000061209;;;;;;;;ENSCHAP00000049954;;;;;;;;;;;;ENSCHAP00000009644;;;;;;;ENSCHAP00000017347;;;;;;;;;;ENSCHAP00000028463;ENSCHAP00000050871;;;;ENSCHAP00000035114;ENSCHAP00000017625;;;;;ENSCHAP00000041553;;;;ENSCHAP00000011396;;;;;ENSCHAP00000044405;;;;ENSCHAP00000038829;;;;;;ENSCHAP00000043856;ENSCHAP00000035406;;ENSCHAP00000061645;;ENSCHAP00000062139;;;;ENSCHAP00000006414;;;;ENSCHAP00000022834;;;;;;;ENSCHAP00000056763;ENSCHAP00000005187;ENSCHAP00000005008;;;;ENSCHAP00000005194;;;ENSCHAP00000053337;;;;ENSCHAP00000047751;ENSCHAP00000047666;;ENSCHAP00000000292;;ENSCHAP00000057571;;;;;ENSCHAP00000032998;;;ENSCHAP00000053634;;;ENSCHAP00000036198;ENSCHAP00000030988;ENSCHAP00000031230;;;;ENSCHAP00000003777;ENSCHAP00000002769;ENSCHAP00000010531;;ENSCHAP00000033702;ENSCHAP00000033782;;ENSCHAP00000009018;ENSCHAP00000000560;;ENSCHAP00000054785;;ENSCHAP00000052209;ENSCHAP00000052191;;ENSCHAP00000038297;ENSCHAP00000052617;;;ENSCHAP00000051528;;
Actinopteri;Clupeiformes;Denticeps_clupeoides;;ENSDCDP00000057187;;;ENSDCDP00000041003;ENSDCDP00000040997;;ENSDCDP00000039944;ENSDCDP00000015518;;;;;ENSDCDP00000008815;;;;;ENSDCDP00000042679;;ENSDCDP00000062026;;;ENSDCDP00000024968;;;;;;ENSDCDP00000021694;ENSDCDP00000027687;ENSDCDP00000063312;;;;;;ENSDCDP00000046463;ENSDCDP00000020739;;;;;ENSDCDP00000015964;;;ENSDCDP00000039195;;;;;;;;;;;;ENSDCDP00000043222;;;;;;ENSDCDP00000039106;;;;;;;;;;;ENSDCDP00000047198;ENSDCDP00000060098;;;;ENSDCDP00000032883;ENSDCDP00000027410;;;;;;;;;;ENSDCDP00000037877;;;;ENSDCDP00000041313;;;;ENSDCDP00000048888;;;;;ENSDCDP00000035457;ENSDCDP00000035461;ENSDCDP00000058409;;ENSDCDP00000057027;;ENSDCDP00000004119;;;;ENSDCDP00000010628;;;;ENSDCDP00000060663;;;;;;ENSDCDP00000028597;ENSDCDP00000028591;;;ENSDCDP00000030635;;;ENSDCDP00000051580;;;ENSDCDP00000023958;;;;ENSDCDP00000024813;ENSDCDP00000016674;;;;;;;;;ENSDCDP00000004688;;;ENSDCDP00000000667;;;ENSDCDP00000033952;ENSDCDP00000033306;ENSDCDP00000044127;ENSDCDP00000022674;;ENSDCDP00000050485;ENSDCDP00000031912;ENSDCDP00000031868;ENSDCDP00000055874;;ENSDCDP00000022003;ENSDCDP00000021992;;ENSDCDP00000008817;ENSDCDP00000008841;;ENSDCDP00000053861;;ENSDCDP00000013317;ENSDCDP00000013311;;;;;ENSDCDP00000028930;;;
Actinopteri;Cypriniformes;Carassius_auratus;;ENSCARP00000033863;;;;;;ENSCARP00000034440;ENSCARP00000072569;;;;;;ENSCARP00000027496;;;;;ENSCARP00000123341;;;;ENSCARP00000103005;;;;;;;ENSCARP00000090906;ENSCARP00000057091;;;;;;ENSCARP00000109922;ENSCARP00000088525;;;;;ENSCARP00000082817;;;ENSCARP00000077583;;;;;;;;;;;;ENSCARP00000051097;;;;;;ENSCARP00000008597;;;;;;;;;;;ENSCARP00000083805;;ENSCARP00000053691;;;ENSCARP00000131264;ENSCARP00000006839;;;;;;ENSCARP00000086900;;;ENSCARP00000130821;;;;;ENSCARP00000105294;;;ENSCARP00000082975;;;;;;ENSCARP00000006728;;ENSCARP00000033990;;ENSCARP00000023855;;ENSCARP00000086913;;;;ENSCARP00000120505;;;;ENSCARP00000118134;;;;;;;ENSCARP00000066503;ENSCARP00000036572;ENSCARP00000036496;ENSCARP00000011706;;;ENSCARP00000064587;;;;ENSCARP00000096261;;;ENSCARP00000102491;ENSCARP00000102349;;;;;;;;;ENSCARP00000063566;;;ENSCARP00000101686;;;ENSCARP00000072270;ENSCARP00000031378;ENSCARP00000000490;;ENSCARP00000038264;;;ENSCARP00000014838;;ENSCARP00000010024;ENSCARP00000054798;ENSCARP00000054718;ENSCARP00000005505;ENSCARP00000114061;ENSCARP00000050987;ENSCARP00000051317;ENSCARP00000130109;;ENSCARP00000019107;ENSCARP00000043758;ENSCARP00000004499;;ENSCARP00000110922;;;ENSCARP00000074716;;ENSCARP00000028391
Actinopteri;Cypriniformes;Cyprinus_carpio;;ENSCCRP00000095103;;;;;;ENSCCRP00000011886;;ENSCCRP00000085910;;;;;;;;;;;;ENSCCRP00000013857;;ENSCCRP00000063322;;;;;;;ENSCCRP00000091429;ENSCCRP00000023010;;ENSCCRP00000026177;;;;ENSCCRP00000056291;ENSCCRP00000005626;;;;ENSCCRP00000073635;ENSCCRP00000012614;;;;ENSCCRP00000088738;;;;;;;;;;;ENSCCRP00000072633;;;;;;;ENSCCRP00000097747;;;;;;;;;;ENSCCRP00000069613;ENSCCRP00000037726;;;;ENSCCRP00000074232;ENSCCRP00000021486;;;;;;ENSCCRP00000078127;;;;ENSCCRP00000064870;;;;ENSCCRP00000069022;;;ENSCCRP00000053077;;;;;;ENSCCRP00000044634;;;;ENSCCRP00000019435;;ENSCCRP00000002364;ENSCCRP00000053800;;;ENSCCRP00000008846;;;;ENSCCRP00000028962;;;;;;ENSCCRP00000096995;ENSCCRP00000096996;ENSCCRP00000040326;ENSCCRP00000040259;ENSCCRP00000001905;;;ENSCCRP00000078699;;;;ENSCCRP00000010762;ENSCCRP00000065996;;ENSCCRP00000005147;ENSCCRP00000012429;;;;;;ENSCCRP00000083253;;;ENSCCRP00000055875;;;ENSCCRP00000025719;;;ENSCCRP00000008478;ENSCCRP00000020095;;;ENSCCRP00000023521;ENSCCRP00000023550;ENSCCRP00000029823;ENSCCRP00000002741;ENSCCRP00000074077;;ENSCCRP00000096414;ENSCCRP00000062181;ENSCCRP00000078544;ENSCCRP00000078484;;;ENSCCRP00000035403;;ENSCCRP00000054421;ENSCCRP00000054410;;ENSCCRP00000079313;ENSCCRP00000035542;;;ENSCCRP00000067573;;ENSCCRP00000077070
Actinopteri;Cypriniformes;Danio_rerio;;;;;;;;ENSDARP00000124401;;;;;;;;;;;;ENSDARP00000071727;;;;ENSDARP00000068656;;;;;;;ENSDARP00000004660;ENSDARP00000120472;;;;;;ENSDARP00000048889;ENSDARP00000034327;;;;ENSDARP00000122316;;;;ENSDARP00000139884;;;;;;;;;;;;ENSDARP00000022396;;;;;;ENSDARP00000133715;;;;;;;;;;;;ENSDARP00000090875;;;;ENSDARP00000052903;ENSDARP00000015228;;;;;;;;;ENSDARP00000124196;ENSDARP00000113006;;;;ENSDARP00000123708;;;ENSDARP00000075481;;;;;;ENSDARP00000032643;ENSDARP00000151877;ENSDARP00000087907;;ENSDARP00000032834;;ENSDARP00000076638;;;;ENSDARP00000064510;ENSDARP00000117574;;;ENSDARP00000137727;;;;;;ENSDARP00000093260;ENSDARP00000108854;;ENSDARP00000057735;ENSDARP00000112490;;;ENSDARP00000099124;;;ENSDARP00000137034;;ENSDARP00000132935;;ENSDARP00000100117;ENSDARP00000120946;;;;;;;;;ENSDARP00000133021;;;ENSDARP00000145043;;;ENSDARP00000114284;ENSDARP00000121497;;;ENSDARP00000056576;ENSDARP00000105912;ENSDARP00000018404;ENSDARP00000067039;ENSDARP00000083559;ENSDARP00000101709;ENSDARP00000100022;ENSDARP00000013509;ENSDARP00000108614;ENSDARP00000041532;ENSDARP00000138333;ENSDARP00000067816;ENSDARP00000055706;ENSDARP00000055705;ENSDARP00000129937;ENSDARP00000097499;ENSDARP00000145651;ENSDARP00000089904;ENSDARP00000059969;ENSDARP00000071229;ENSDARP00000115078;ENSDARP00000076399;ENSDARP00000129196;ENSDARP00000133101
Actinopteri;Cypriniformes;Sinocyclocheilus_grahami;;ENSSGRP00000110115;;;;;;ENSSGRP00000014216;ENSSGRP00000038923;;;;;;;;;;ENSSGRP00000000521;;;;;ENSSGRP00000076412;;;;;;;ENSSGRP00000052964;ENSSGRP00000046588;;;;;;ENSSGRP00000064740;ENSSGRP00000090566;;;;;ENSSGRP00000093710;;;;ENSSGRP00000107719;;;;;;;;;;;ENSSGRP00000099028;;;;;;;ENSSGRP00000047893;;;;;;;;;;ENSSGRP00000037941;ENSSGRP00000077796;;;;ENSSGRP00000002958;ENSSGRP00000031520;;;;;;ENSSGRP00000040520;;;;ENSSGRP00000070155;;;;ENSSGRP00000036369;;;;ENSSGRP00000028213;;;;;ENSSGRP00000081827;;ENSSGRP00000011062;;ENSSGRP00000102292;;ENSSGRP00000058279;;;;ENSSGRP00000082122;;;;ENSSGRP00000112572;;;;;;ENSSGRP00000015334;ENSSGRP00000015315;ENSSGRP00000008910;ENSSGRP00000009020;;;;ENSSGRP00000097194;;;ENSSGRP00000024983;;;;ENSSGRP00000040012;ENSSGRP00000058139;;ENSSGRP00000015059;;;;;;;ENSSGRP00000065785;;;ENSSGRP00000094970;;;ENSSGRP00000093968;ENSSGRP00000046578;;;ENSSGRP00000009112;;ENSSGRP00000006364;ENSSGRP00000106699;ENSSGRP00000072132;ENSSGRP00000091074;ENSSGRP00000053213;ENSSGRP00000053214;ENSSGRP00000064862;ENSSGRP00000064865;ENSSGRP00000104991;ENSSGRP00000104995;ENSSGRP00000091942;;;ENSSGRP00000008375;ENSSGRP00000042689;ENSSGRP00000003822;ENSSGRP00000034514;;;ENSSGRP00000066681;;ENSSGRP00000072009
Actinopteri;Cyprinodontiformes;Cyprinodon_variegatus;ENSCVAP00000014184;;;;ENSCVAP00000027578;;;ENSCVAP00000019647;;;;;ENSCVAP00000008647;ENSCVAP00000008252;;;;;ENSCVAP00000024413;;ENSCVAP00000024623;ENSCVAP00000020642;;ENSCVAP00000003677;;;;;;;ENSCVAP00000018530;ENSCVAP00000010615;;;;;;ENSCVAP00000029175;ENSCVAP00000031912;;;;;ENSCVAP00000008202;;;;ENSCVAP00000009900;;;;;;;;;;;ENSCVAP00000022213;;;;;;;ENSCVAP00000013916;;;;;;;;;;ENSCVAP00000029842;ENSCVAP00000002508;;;;ENSCVAP00000004179;ENSCVAP00000028811;;;;;;;;;;ENSCVAP00000015241;;;;ENSCVAP00000031403;;ENSCVAP00000009661;;ENSCVAP00000023646;;;;;ENSCVAP00000004759;;;;;;ENSCVAP00000014879;;;;ENSCVAP00000020427;;;;ENSCVAP00000026119;;;;;;ENSCVAP00000014192;ENSCVAP00000014179;;ENSCVAP00000011685;ENSCVAP00000031425;;;ENSCVAP00000013209;;;ENSCVAP00000019163;;;;ENSCVAP00000024542;ENSCVAP00000018939;;;;;;;;ENSCVAP00000013324;ENSCVAP00000011502;;;ENSCVAP00000029644;;;ENSCVAP00000027663;ENSCVAP00000011726;ENSCVAP00000001922;;;ENSCVAP00000017667;ENSCVAP00000003475;ENSCVAP00000022180;;ENSCVAP00000001902;ENSCVAP00000008290;ENSCVAP00000000574;;ENSCVAP00000015995;ENSCVAP00000029717;;;;ENSCVAP00000017930;ENSCVAP00000031692;;ENSCVAP00000005316;ENSCVAP00000020609;;;;;
Actinopteri;Cyprinodontiformes;Fundulus_heteroclitus;ENSFHEP00000010956;;;;ENSFHEP00000012946;;;ENSFHEP00000018969;;;;;ENSFHEP00000015807;ENSFHEP00000013510;ENSFHEP00000025451;;;;ENSFHEP00000006264;;ENSFHEP00000022746;;;ENSFHEP00000029379;ENSFHEP00000019685;;;;;;ENSFHEP00000017347;ENSFHEP00000033666;;;;;;ENSFHEP00000026416;ENSFHEP00000020622;;;;ENSFHEP00000005340;;;;ENSFHEP00000027530;;;;ENSFHEP00000029731;;;;;;;;ENSFHEP00000019112;;;;;;ENSFHEP00000005435;;;;;;;;;;;ENSFHEP00000012448;ENSFHEP00000023310;;;;ENSFHEP00000000898;ENSFHEP00000023314;;;;;;;;;;ENSFHEP00000002001;;;;ENSFHEP00000016848;;;;ENSFHEP00000015209;;;;;ENSFHEP00000015843;;ENSFHEP00000002505;;ENSFHEP00000009511;;ENSFHEP00000012166;;;;ENSFHEP00000010198;;;;;;;;;;;ENSFHEP00000006625;;ENSFHEP00000013016;ENSFHEP00000033466;;;ENSFHEP00000027309;;;ENSFHEP00000011598;;;;ENSFHEP00000023586;ENSFHEP00000028699;;;;;;;;;ENSFHEP00000033876;;;ENSFHEP00000002633;;;ENSFHEP00000013536;ENSFHEP00000030053;;;;ENSFHEP00000032178;ENSFHEP00000000088;ENSFHEP00000021203;;ENSFHEP00000026446;ENSFHEP00000032494;ENSFHEP00000017291;;ENSFHEP00000000887;;ENSFHEP00000009477;;;ENSFHEP00000026910;ENSFHEP00000008782;;;;ENSFHEP00000000924;;;;
Actinopteri;Cyprinodontiformes;Gambusia_affinis;ENSGAFP00000022880;;;;ENSGAFP00000013160;;;ENSGAFP00000022038;;;;;;ENSGAFP00000011016;ENSGAFP00000022208;;;;ENSGAFP00000014475;;ENSGAFP00000010998;;;ENSGAFP00000028507;;;;;;;ENSGAFP00000008902;ENSGAFP00000013370;;;;;;ENSGAFP00000008818;ENSGAFP00000022140;;;;ENSGAFP00000000486;;;;;ENSGAFP00000017866;;;ENSGAFP00000023354;;;;;;;;ENSGAFP00000030838;;;;;;ENSGAFP00000025826;;;;;;;;;;;ENSGAFP00000016449;;ENSGAFP00000031080;;;ENSGAFP00000007644;ENSGAFP00000021278;;;;;;;;;;ENSGAFP00000025889;;;;ENSGAFP00000015639;;;;ENSGAFP00000002792;;;;;ENSGAFP00000011189;;ENSGAFP00000018188;;ENSGAFP00000032735;;ENSGAFP00000007147;;;;ENSGAFP00000024734;;;;;;;;;;;ENSGAFP00000022213;;ENSGAFP00000013180;;;;ENSGAFP00000001749;;;ENSGAFP00000018990;;;;ENSGAFP00000012644;ENSGAFP00000012661;;;;;;;;ENSGAFP00000020559;ENSGAFP00000002789;;;ENSGAFP00000031976;;;ENSGAFP00000011612;ENSGAFP00000011652;ENSGAFP00000002467;;;ENSGAFP00000010675;ENSGAFP00000025878;ENSGAFP00000025883;;ENSGAFP00000000875;ENSGAFP00000032694;ENSGAFP00000032693;;ENSGAFP00000018604;;ENSGAFP00000010285;;;ENSGAFP00000011019;ENSGAFP00000011002;;ENSGAFP00000019439;;;;;;
Actinopteri;Cyprinodontiformes;Kryptolebias_marmoratus;ENSKMAP00000023626;;;;ENSKMAP00000008968;;;ENSKMAP00000003125;;;;;ENSKMAP00000007840;ENSKMAP00000007785;ENSKMAP00000015928;;;;;ENSKMAP00000025725;ENSKMAP00000013963;;;ENSKMAP00000017161;;;;;;;ENSKMAP00000017676;ENSKMAP00000002475;;ENSKMAP00000026512;;;;ENSKMAP00000002534;ENSKMAP00000004099;;;;;ENSKMAP00000017749;;;;ENSKMAP00000018108;;;ENSKMAP00000011340;;;;;;;;ENSKMAP00000027881;;;;;;ENSKMAP00000017844;;;;;;;;;;;ENSKMAP00000013741;;ENSKMAP00000027068;;;ENSKMAP00000012806;ENSKMAP00000009223;;;;;;;;;ENSKMAP00000003419;;;;;ENSKMAP00000000273;;;;ENSKMAP00000004726;;;;;ENSKMAP00000013129;ENSKMAP00000013216;ENSKMAP00000012189;;ENSKMAP00000014151;;ENSKMAP00000015304;;;;ENSKMAP00000014728;;;;;;;;;;;ENSKMAP00000015952;;ENSKMAP00000008936;ENSKMAP00000015008;;;ENSKMAP00000029516;;;ENSKMAP00000010649;;;;ENSKMAP00000015690;ENSKMAP00000010801;;;;;;;;;ENSKMAP00000027560;;;ENSKMAP00000003461;;;ENSKMAP00000004000;ENSKMAP00000008174;ENSKMAP00000026488;;;ENSKMAP00000011666;ENSKMAP00000028962;ENSKMAP00000028979;;ENSKMAP00000014705;ENSKMAP00000000848;ENSKMAP00000003051;;ENSKMAP00000028117;;ENSKMAP00000022653;;;ENSKMAP00000009077;ENSKMAP00000009114;;ENSKMAP00000024324;;ENSKMAP00000028963;;;;
