Classes;Orders;Species;0A;0B;1A;1B;2A;2B;3A;3B;4A;4B;5A;5B;6A;6B;7A;7B;8A;8B;9A;9B;10A;10B;11A;11B;12A;12B;13A;13B;14A;14B;15A;15B;16A;16B;17A;17B;18A;18B;19A;19B;20A;20B;21A;21B;22A;22B;23A;23B;24A;24B;25A;25B;26A;26B;27A;27B;28A;28B;29A;29B;30A;30B;31A;31B;32A;32B;33A;33B;34A;34B;35A;35B;36A;36B;37A;37B;38A;38B;39A;39B;40A;40B;41A;41B;42A;42B;43A;43B;44A;44B;45A;45B;46A;46B;47A;47B;48A;48B;49A;49B;50A;50B;51A;51B;52A;52B;53A;53B;54A;54B;55A;55B;56A;56B;57A;57B;58A;58B;59A;59B;60A;60B;61A;61B;62A;62B;63A;63B;64A;64B;65A;65B;66A;66B;67A;67B;68A;68B;69A;69B;70A;70B;71A;71B;72A;72B;73A;73B;74A;74B;75A;75B;76A;76B;77A;77B;78A;78B;79A;79B;80A;80B;81A;81B;82A;82B;83A;83B;84A;84B;85A;85B;86A;86B;87A;87B;88A;88B;89A;89B;90A;90B;91A;91B;92A;92B;93A;93B;94A;94B;95A;95B;96A;96B;97A;97B;98A;98B;99A;99B;100A;100B;101A;101B;102A;102B;103A;103B;104A;104B;105A;105B;106A;106B;107A;107B;108A;108B;109A;109B;110A;110B
Actinopteri;Cichliformes;Astatotilapia_calliptera;;;;;ENSACLP00000018366;ENSACLP00000018509;;;;;;ENSACLP00000018254;;ENSACLP00000036329;;ENSACLP00000034970;;;ENSACLP00000032643;;;;;ENSACLP00000039039;ENSACLP00000020833;;;;;;;;ENSACLP00000014456;;;ENSACLP00000041209;ENSACLP00000027986;ENSACLP00000004194;ENSACLP00000009454;;ENSACLP00000038471;ENSACLP00000026227;;;;;;;;;;;;ENSACLP00000001796;ENSACLP00000009838;;;ENSACLP00000027797;;;;;;;;;;;;;;;;;;;;ENSACLP00000033098;ENSACLP00000039507;;;ENSACLP00000000726;;;;;;;;;;ENSACLP00000015897;ENSACLP00000015219;ENSACLP00000030304;ENSACLP00000028857;;ENSACLP00000016338;;;;;ENSACLP00000028889;;;;;ENSACLP00000004490;;;;;;;;;;;;;;;;ENSACLP00000033148;;;;;;;;ENSACLP00000020868;ENSACLP00000020815;ENSACLP00000011564;;ENSACLP00000005901;;;ENSACLP00000002014;ENSACLP00000034323;;;;;ENSACLP00000019966;;ENSACLP00000018315;;;;;;ENSACLP00000040623;;;ENSACLP00000027652;;ENSACLP00000027834;;;;;ENSACLP00000034937;;;;;;ENSACLP00000001591;;ENSACLP00000036452;;;ENSACLP00000008088;ENSACLP00000007932;;;;;;ENSACLP00000002880;;;;ENSACLP00000020115;;;ENSACLP00000027276;ENSACLP00000026334;ENSACLP00000036992;ENSACLP00000037001;ENSACLP00000016049;ENSACLP00000016119;ENSACLP00000022410;;;ENSACLP00000027164;;;ENSACLP00000035007;ENSACLP00000034965;ENSACLP00000014951;ENSACLP00000014907;;ENSACLP00000016977;;ENSACLP00000034923;;;ENSACLP00000025538;;ENSACLP00000001681;;;ENSACLP00000017158;;ENSACLP00000027500;ENSACLP00000013242;ENSACLP00000025083;ENSACLP00000039403;ENSACLP00000039440;ENSACLP00000024280;ENSACLP00000024328
Actinopteri;Cichliformes;Haplochromis_burtoni;;;;;ENSHBUP00000029509;ENSHBUP00000012297;;;;;;;ENSHBUP00000006047;;;ENSHBUP00000011709;;;;ENSHBUP00000018152;;;;ENSHBUP00000008585;ENSHBUP00000015021;;;;;;;;ENSHBUP00000028769;;;ENSHBUP00000007706;ENSHBUP00000027699;ENSHBUP00000010934;ENSHBUP00000001587;;ENSHBUP00000001439;ENSHBUP00000028105;;;;;;;;;;;;ENSHBUP00000020828;ENSHBUP00000001697;;;ENSHBUP00000001557;;;;;;;;;;;;;;;;;;;;ENSHBUP00000015099;ENSHBUP00000012161;;;ENSHBUP00000015695;;;;;;;;;ENSHBUP00000020392;;ENSHBUP00000010254;ENSHBUP00000033722;ENSHBUP00000029283;;ENSHBUP00000020119;;;;;ENSHBUP00000018094;;;;;ENSHBUP00000022033;;;;;;;;;;;;;;;;ENSHBUP00000027490;;;;;;;;ENSHBUP00000024064;ENSHBUP00000024048;ENSHBUP00000004895;;ENSHBUP00000029815;;;ENSHBUP00000035158;ENSHBUP00000000642;;;;;ENSHBUP00000016740;;ENSHBUP00000032660;;;;;;ENSHBUP00000030802;;;ENSHBUP00000033730;;ENSHBUP00000008094;;;;;ENSHBUP00000020292;;;;;;ENSHBUP00000010291;ENSHBUP00000007854;ENSHBUP00000024649;;;ENSHBUP00000004630;ENSHBUP00000004609;;;;;;ENSHBUP00000007668;;;;ENSHBUP00000002128;;;ENSHBUP00000032828;ENSHBUP00000029326;ENSHBUP00000031145;ENSHBUP00000031164;ENSHBUP00000020176;ENSHBUP00000020208;ENSHBUP00000029670;;;ENSHBUP00000004711;;;ENSHBUP00000021181;ENSHBUP00000035388;;;;ENSHBUP00000021135;;ENSHBUP00000029167;;;ENSHBUP00000020400;;ENSHBUP00000016371;;;ENSHBUP00000014376;;ENSHBUP00000007351;ENSHBUP00000024457;ENSHBUP00000025915;ENSHBUP00000023297;ENSHBUP00000023272;;
Actinopteri;Cichliformes;Maylandia_zebra;;;;;ENSMZEP00005022795;ENSMZEP00005022782;;;;;;ENSMZEP00005033746;ENSMZEP00005009784;ENSMZEP00005009754;;ENSMZEP00005036722;;;ENSMZEP00005009814;ENSMZEP00005009777;;;;ENSMZEP00005009007;ENSMZEP00005026695;;;;;;;;ENSMZEP00005014178;;;ENSMZEP00005004677;ENSMZEP00005017403;ENSMZEP00005022826;ENSMZEP00005023271;;ENSMZEP00005003324;ENSMZEP00005005852;;;;;;;;;;;;ENSMZEP00005026034;ENSMZEP00005037432;;;ENSMZEP00005032621;;;;;;;;;;;;;;;;;;;;ENSMZEP00005016603;ENSMZEP00005001249;;;ENSMZEP00005023642;;;;;;;;;;ENSMZEP00005008089;ENSMZEP00005014782;ENSMZEP00005009167;ENSMZEP00005013824;;ENSMZEP00005026010;;;;;ENSMZEP00005007001;;;;;ENSMZEP00005030492;;;;;;;;;;;;;;;;;ENSMZEP00005001801;;;;;;;ENSMZEP00005029136;ENSMZEP00005029129;ENSMZEP00005008148;;ENSMZEP00005013506;;;ENSMZEP00005026051;ENSMZEP00005008215;;;;;ENSMZEP00005001145;;ENSMZEP00005001621;;;;;;ENSMZEP00005023665;ENSMZEP00005025197;;ENSMZEP00005007352;;ENSMZEP00005009398;;;;;ENSMZEP00005000025;;;;;;ENSMZEP00005002508;ENSMZEP00005035184;ENSMZEP00005010463;;;ENSMZEP00005001162;ENSMZEP00005001250;;;;;;ENSMZEP00005012168;;;;ENSMZEP00005010758;;;ENSMZEP00005002472;ENSMZEP00005002282;ENSMZEP00005031188;ENSMZEP00005031190;ENSMZEP00005021303;ENSMZEP00005021287;ENSMZEP00005029971;;;ENSMZEP00005006816;;;ENSMZEP00005027170;ENSMZEP00005027180;ENSMZEP00005007738;ENSMZEP00005007732;;ENSMZEP00005002969;;ENSMZEP00005036723;;;ENSMZEP00005007148;;ENSMZEP00005021564;;;ENSMZEP00005001628;;ENSMZEP00005023619;ENSMZEP00005021995;ENSMZEP00005010051;;ENSMZEP00005025182;ENSMZEP00005031545;ENSMZEP00005032758
Actinopteri;Cichliformes;Neolamprologus_brichardi;;;;;ENSNBRP00000008970;;;;;;;ENSNBRP00000014588;;;;ENSNBRP00000017285;;;;ENSNBRP00000011534;;;;ENSNBRP00000019988;ENSNBRP00000000289;;;;;;;;ENSNBRP00000027276;;;ENSNBRP00000000089;ENSNBRP00000029578;ENSNBRP00000005315;ENSNBRP00000008987;;ENSNBRP00000000403;ENSNBRP00000018437;;;;;;;;;;;;ENSNBRP00000013612;ENSNBRP00000024839;;;ENSNBRP00000002150;;;;;;;;;;;;;;;;;;;;ENSNBRP00000020206;;ENSNBRP00000018071;;ENSNBRP00000007474;;;;;;;;;;;ENSNBRP00000024485;ENSNBRP00000012961;ENSNBRP00000003513;;ENSNBRP00000009318;;;;;ENSNBRP00000008980;;;;;ENSNBRP00000030502;;;;;;;;;;;;;;;;ENSNBRP00000008373;;;;;;;;ENSNBRP00000016401;ENSNBRP00000016460;ENSNBRP00000016094;;ENSNBRP00000028135;;;ENSNBRP00000013641;ENSNBRP00000027457;;;;;ENSNBRP00000018810;;ENSNBRP00000018163;;;;ENSNBRP00000004861;;ENSNBRP00000022887;;;ENSNBRP00000010097;;ENSNBRP00000031385;;;;;ENSNBRP00000004936;;;;;;ENSNBRP00000012638;ENSNBRP00000013747;ENSNBRP00000019570;;;ENSNBRP00000015896;ENSNBRP00000015742;;;;;ENSNBRP00000000540;;;;;ENSNBRP00000014448;;;ENSNBRP00000027731;ENSNBRP00000027687;ENSNBRP00000009079;ENSNBRP00000009158;ENSNBRP00000021739;ENSNBRP00000021856;ENSNBRP00000030075;;;ENSNBRP00000030667;;;ENSNBRP00000005375;ENSNBRP00000005348;;;;ENSNBRP00000031285;;ENSNBRP00000017328;;;ENSNBRP00000015740;;;ENSNBRP00000021475;;ENSNBRP00000031793;;ENSNBRP00000023765;;ENSNBRP00000010126;ENSNBRP00000026915;;;ENSNBRP00000022061
Actinopteri;Cichliformes;Oreochromis_niloticus;;;;;ENSONIP00000002602;ENSONIP00000027687;;;;;;ENSONIP00000045870;;;;ENSONIP00000001157;;;;ENSONIP00000066834;;;;ENSONIP00000012416;ENSONIP00000003560;;;;;;;;ENSONIP00000017991;;;ENSONIP00000014183;ENSONIP00000070490;ENSONIP00000065824;ENSONIP00000056795;;ENSONIP00000007330;ENSONIP00000039585;;;;;;;;;;;;ENSONIP00000069733;;;;ENSONIP00000026399;;;;;;;;;;;;;;;;;;;;ENSONIP00000019548;;;;ENSONIP00000018363;;;;;;;;;;;ENSONIP00000013420;ENSONIP00000071726;ENSONIP00000005339;;ENSONIP00000003547;;;;;ENSONIP00000045170;ENSONIP00000011853;;;;ENSONIP00000039328;;;;;;;;;;;;;;;;ENSONIP00000044024;;;;ENSONIP00000009463;;;;ENSONIP00000022572;ENSONIP00000041609;ENSONIP00000010738;;ENSONIP00000009187;;;ENSONIP00000067018;ENSONIP00000060438;;;;;ENSONIP00000056498;;ENSONIP00000019595;;;;ENSONIP00000065651;;ENSONIP00000007381;;;ENSONIP00000042334;;ENSONIP00000000224;;;;;ENSONIP00000004075;;;;;;ENSONIP00000018611;ENSONIP00000044346;ENSONIP00000025500;;;ENSONIP00000038761;ENSONIP00000024273;;;;;;ENSONIP00000002895;;;;ENSONIP00000049393;;;ENSONIP00000059515;ENSONIP00000080245;ENSONIP00000051632;ENSONIP00000061329;ENSONIP00000048555;ENSONIP00000034783;ENSONIP00000004810;;;ENSONIP00000023216;;;ENSONIP00000002668;ENSONIP00000059961;;ENSONIP00000043714;;ENSONIP00000015616;;ENSONIP00000001153;;;ENSONIP00000052460;;ENSONIP00000013526;;ENSONIP00000066676;ENSONIP00000073944;;ENSONIP00000026197;ENSONIP00000076493;ENSONIP00000006643;ENSONIP00000010503;ENSONIP00000010499;ENSONIP00000078894;ENSONIP00000059817
Actinopteri;Cichliformes;Pundamilia_nyererei;;;;;ENSPNYP00000021369;;;;;;;;;;;ENSPNYP00000001193;;;;ENSPNYP00000003810;;;;ENSPNYP00000024025;ENSPNYP00000011898;;;;;;;;ENSPNYP00000009479;;;ENSPNYP00000004018;ENSPNYP00000004730;ENSPNYP00000025093;ENSPNYP00000023829;;ENSPNYP00000031109;ENSPNYP00000003307;;;;;;;;;;;;ENSPNYP00000005461;ENSPNYP00000025600;;;ENSPNYP00000025139;;;;;;;;;;;;;;;;;;;;ENSPNYP00000010233;ENSPNYP00000009546;;;ENSPNYP00000019731;;;;;;;;;;;ENSPNYP00000022205;ENSPNYP00000005630;ENSPNYP00000024805;;;ENSPNYP00000012293;;;;ENSPNYP00000011695;;;;;ENSPNYP00000013801;;;;;;;;;;;;;;;;ENSPNYP00000032073;;;;;;;;ENSPNYP00000020696;ENSPNYP00000020720;ENSPNYP00000010036;;ENSPNYP00000021951;;;ENSPNYP00000005447;ENSPNYP00000000112;;;;;ENSPNYP00000020199;;ENSPNYP00000020717;;;;ENSPNYP00000030075;;ENSPNYP00000007633;;;ENSPNYP00000012728;;ENSPNYP00000015013;;;;;;;;;;;ENSPNYP00000005878;ENSPNYP00000021434;ENSPNYP00000007190;;;ENSPNYP00000024412;ENSPNYP00000024445;;;;;;;;;;ENSPNYP00000021592;;;ENSPNYP00000017270;ENSPNYP00000017248;ENSPNYP00000028042;ENSPNYP00000028071;ENSPNYP00000018301;ENSPNYP00000018453;ENSPNYP00000021956;;;;;;ENSPNYP00000011966;ENSPNYP00000012001;;;;ENSPNYP00000022748;;ENSPNYP00000001299;;;ENSPNYP00000026993;;ENSPNYP00000008841;;;ENSPNYP00000009005;;ENSPNYP00000014972;;ENSPNYP00000003524;ENSPNYP00000019436;ENSPNYP00000019535;;ENSPNYP00000027707
Actinopteri;Clupeiformes;Clupea_harengus;;;;;ENSCHAP00000012449;;;;;;;ENSCHAP00000019620;ENSCHAP00000015583;;;ENSCHAP00000045015;;;;ENSCHAP00000053415;;;;ENSCHAP00000041576;ENSCHAP00000060714;;;;;;;;ENSCHAP00000031563;;;ENSCHAP00000021360;ENSCHAP00000053666;;ENSCHAP00000052258;;ENSCHAP00000056452;ENSCHAP00000045004;;;;;;ENSCHAP00000035133;;;;;;;;;ENSCHAP00000031329;ENSCHAP00000031263;;;;;;ENSCHAP00000051921;;;;;ENSCHAP00000008667;;;;;;;;;ENSCHAP00000056968;;;;ENSCHAP00000029292;;;;;;;;;;;ENSCHAP00000024264;ENSCHAP00000010552;ENSCHAP00000038442;;ENSCHAP00000012638;;;;;;ENSCHAP00000027828;;;ENSCHAP00000024379;ENSCHAP00000028273;;;;;;;;;;;;;;;;ENSCHAP00000006834;;;;;;;;ENSCHAP00000037298;ENSCHAP00000036270;ENSCHAP00000056572;;ENSCHAP00000004413;;;ENSCHAP00000026207;ENSCHAP00000020691;;;;;ENSCHAP00000009644;;ENSCHAP00000037894;;;;;;ENSCHAP00000053503;;;;ENSCHAP00000002442;ENSCHAP00000002938;;ENSCHAP00000008066;;;;;;;;;;ENSCHAP00000059547;ENSCHAP00000018704;;;ENSCHAP00000046069;ENSCHAP00000046055;;;;;;ENSCHAP00000025358;;;;ENSCHAP00000039935;;;ENSCHAP00000005310;ENSCHAP00000017678;;;;ENSCHAP00000010767;ENSCHAP00000017693;;;ENSCHAP00000033822;ENSCHAP00000035272;;ENSCHAP00000008561;ENSCHAP00000008332;;ENSCHAP00000015725;;ENSCHAP00000010340;;ENSCHAP00000046453;;;ENSCHAP00000014736;;ENSCHAP00000046680;;;;;ENSCHAP00000008916;ENSCHAP00000049602;;ENSCHAP00000055707;ENSCHAP00000055759;;ENSCHAP00000039573
Actinopteri;Clupeiformes;Denticeps_clupeoides;;;;;ENSDCDP00000029631;;;;;;;;;;;ENSDCDP00000022579;;;ENSDCDP00000063466;;;;;ENSDCDP00000015668;ENSDCDP00000038408;;;;;;;;ENSDCDP00000010486;;;ENSDCDP00000046901;ENSDCDP00000001133;ENSDCDP00000021808;ENSDCDP00000040174;;ENSDCDP00000051516;ENSDCDP00000057629;;;;;;;;;;;;ENSDCDP00000046885;ENSDCDP00000014394;;ENSDCDP00000026153;ENSDCDP00000025970;;;;;;;;;;;;;;;;;;;;ENSDCDP00000059560;;ENSDCDP00000057680;;ENSDCDP00000055925;;;;;;ENSDCDP00000044015;;;;;ENSDCDP00000005335;ENSDCDP00000019305;ENSDCDP00000030696;;;ENSDCDP00000003312;;;;ENSDCDP00000029811;;;;;ENSDCDP00000006628;;;;;;;;;;;;;;;;;ENSDCDP00000030739;;;;;;;ENSDCDP00000052221;ENSDCDP00000053495;ENSDCDP00000051345;;ENSDCDP00000004297;;;ENSDCDP00000046463;ENSDCDP00000042740;;;;;ENSDCDP00000043222;;ENSDCDP00000036298;;;;ENSDCDP00000051650;;ENSDCDP00000029515;;;ENSDCDP00000039487;;ENSDCDP00000046409;;;;;ENSDCDP00000053126;;;;;;ENSDCDP00000025842;ENSDCDP00000017947;ENSDCDP00000022830;;;;;;;;;;ENSDCDP00000039998;;;;ENSDCDP00000017702;;;ENSDCDP00000049798;ENSDCDP00000009375;ENSDCDP00000022416;ENSDCDP00000022419;ENSDCDP00000012361;ENSDCDP00000015125;ENSDCDP00000001928;;;ENSDCDP00000041092;ENSDCDP00000031140;;ENSDCDP00000043934;ENSDCDP00000044730;;;;ENSDCDP00000050545;;ENSDCDP00000022422;;;ENSDCDP00000018089;;;;ENSDCDP00000033913;;;ENSDCDP00000057918;ENSDCDP00000052858;;ENSDCDP00000046146;ENSDCDP00000046164;ENSDCDP00000056508;ENSDCDP00000062757
Actinopteri;Cypriniformes;Carassius_auratus;;;;;ENSCARP00000125081;ENSCARP00000125063;;;;;;;;ENSCARP00000080469;;ENSCARP00000042204;;;ENSCARP00000115403;ENSCARP00000064678;;;;ENSCARP00000068395;ENSCARP00000128858;;;;;;;;ENSCARP00000087816;;ENSCARP00000123941;ENSCARP00000010400;ENSCARP00000125831;ENSCARP00000065612;ENSCARP00000055668;;ENSCARP00000083421;ENSCARP00000111650;;;;;;;;;;;;ENSCARP00000106124;ENSCARP00000082572;;ENSCARP00000008304;ENSCARP00000118370;;;;;;;;;;;;;;;;;;;;ENSCARP00000036695;ENSCARP00000029396;;;ENSCARP00000082490;;;;;;;;;;;;ENSCARP00000077808;ENSCARP00000083210;;;ENSCARP00000009165;;;ENSCARP00000063984;;;ENSCARP00000063169;;ENSCARP00000103186;ENSCARP00000015913;;;;;;;;;;;;;;;;ENSCARP00000080481;;;;;;;;ENSCARP00000003275;ENSCARP00000004618;ENSCARP00000000383;;ENSCARP00000104129;;;ENSCARP00000109922;ENSCARP00000032695;;;;;ENSCARP00000051097;;ENSCARP00000029381;;ENSCARP00000011658;;;;ENSCARP00000045656;;;ENSCARP00000099906;;ENSCARP00000027500;;;;;;;;;;;ENSCARP00000080114;ENSCARP00000052850;ENSCARP00000061062;;;ENSCARP00000064738;ENSCARP00000064758;;;;;;ENSCARP00000017935;;;;;ENSCARP00000126923;ENSCARP00000129399;ENSCARP00000124112;ENSCARP00000046740;ENSCARP00000005002;ENSCARP00000005039;ENSCARP00000111465;ENSCARP00000020485;ENSCARP00000102372;;;ENSCARP00000085827;;ENSCARP00000016621;ENSCARP00000049287;ENSCARP00000049196;ENSCARP00000026442;ENSCARP00000015937;ENSCARP00000099944;ENSCARP00000107986;;ENSCARP00000042574;ENSCARP00000126769;;ENSCARP00000046593;;;ENSCARP00000114243;ENSCARP00000097752;ENSCARP00000128462;ENSCARP00000067885;ENSCARP00000067872;ENSCARP00000009749;ENSCARP00000009695;ENSCARP00000053796;ENSCARP00000053779;;ENSCARP00000039255
Actinopteri;Cypriniformes;Cyprinus_carpio;;;;;ENSCCRP00000063517;ENSCCRP00000063476;;;;;;;ENSCCRP00000086800;;;;;;ENSCCRP00000029454;;;;;ENSCCRP00000065900;ENSCCRP00000050955;;;;;;;;ENSCCRP00000020182;;;ENSCCRP00000009294;ENSCCRP00000075198;ENSCCRP00000056701;ENSCCRP00000011524;;ENSCCRP00000092020;ENSCCRP00000066133;;;;;;;;;;;;ENSCCRP00000091721;ENSCCRP00000052870;;ENSCCRP00000058762;ENSCCRP00000084656;;;;;;;;;;;;;;;;;;;;ENSCCRP00000067376;ENSCCRP00000080348;ENSCCRP00000017602;;ENSCCRP00000016990;;;;;;;;;;;;ENSCCRP00000044857;;;;ENSCCRP00000055946;;;ENSCCRP00000077060;;;ENSCCRP00000034461;;ENSCCRP00000047390;ENSCCRP00000000854;;;;;;ENSCCRP00000053684;;;;;;;;;;ENSCCRP00000019935;ENSCCRP00000030294;;;;;;;ENSCCRP00000064807;ENSCCRP00000067887;;;ENSCCRP00000061249;;;ENSCCRP00000056291;ENSCCRP00000006398;;;;;ENSCCRP00000072633;;ENSCCRP00000034583;;;;;;ENSCCRP00000028760;;;ENSCCRP00000017301;;ENSCCRP00000030301;;;;;;;;;;;ENSCCRP00000068411;ENSCCRP00000028567;ENSCCRP00000014135;;;ENSCCRP00000078362;ENSCCRP00000053272;;;;;;ENSCCRP00000019415;;;;;;ENSCCRP00000077663;ENSCCRP00000076184;ENSCCRP00000013449;ENSCCRP00000016471;ENSCCRP00000056853;ENSCCRP00000026560;ENSCCRP00000033097;ENSCCRP00000057086;;;ENSCCRP00000076566;;ENSCCRP00000068254;ENSCCRP00000058599;;ENSCCRP00000030240;ENSCCRP00000074265;ENSCCRP00000035348;ENSCCRP00000035332;ENSCCRP00000001689;ENSCCRP00000006778;ENSCCRP00000067488;;ENSCCRP00000087725;ENSCCRP00000050156;ENSCCRP00000074722;;ENSCCRP00000092921;ENSCCRP00000092945;ENSCCRP00000000212;ENSCCRP00000000224;ENSCCRP00000049305;ENSCCRP00000072834;ENSCCRP00000048698;ENSCCRP00000008391;;
Actinopteri;Cypriniformes;Danio_rerio;;;;;ENSDARP00000124494;ENSDARP00000124288;;;;;;ENSDARP00000061310;;;;;;;ENSDARP00000091691;;;;;ENSDARP00000103811;ENSDARP00000063532;;;;;;;;ENSDARP00000133725;;;;ENSDARP00000115928;ENSDARP00000136067;ENSDARP00000123163;;ENSDARP00000004787;ENSDARP00000124194;;;;;;;;;;;;ENSDARP00000045815;ENSDARP00000149793;;ENSDARP00000063319;ENSDARP00000013958;;;;;;;;;;;ENSDARP00000134033;;;;;;;;;ENSDARP00000073567;ENSDARP00000067628;;;;;;;;;;;;;;;ENSDARP00000127842;ENSDARP00000121735;;;ENSDARP00000086520;;;ENSDARP00000128147;;;ENSDARP00000127837;;ENSDARP00000004441;ENSDARP00000022542;;;;;;;;;;;;;;;;ENSDARP00000126025;;;;;;;;ENSDARP00000066933;ENSDARP00000066932;ENSDARP00000071960;;ENSDARP00000044084;;;ENSDARP00000048889;ENSDARP00000053025;;;;;ENSDARP00000022396;;ENSDARP00000138674;;ENSDARP00000068397;;ENSDARP00000115839;;ENSDARP00000119870;;;ENSDARP00000139599;;ENSDARP00000018319;;;;;;;;;;;ENSDARP00000064841;ENSDARP00000118903;ENSDARP00000134933;;;ENSDARP00000098423;ENSDARP00000111843;;;;;;ENSDARP00000005702;;;ENSDARP00000097803;ENSDARP00000087205;ENSDARP00000135005;ENSDARP00000135642;ENSDARP00000138127;ENSDARP00000069334;ENSDARP00000007384;ENSDARP00000089018;ENSDARP00000120523;ENSDARP00000117202;ENSDARP00000148744;ENSDARP00000133793;ENSDARP00000151219;ENSDARP00000056789;ENSDARP00000139708;ENSDARP00000139142;ENSDARP00000073749;ENSDARP00000121164;ENSDARP00000120706;ENSDARP00000090199;ENSDARP00000133373;ENSDARP00000113765;ENSDARP00000102567;ENSDARP00000086278;ENSDARP00000106672;ENSDARP00000049975;ENSDARP00000127496;ENSDARP00000141292;ENSDARP00000090963;ENSDARP00000120746;ENSDARP00000099349;ENSDARP00000012674;ENSDARP00000061925;ENSDARP00000045396;ENSDARP00000006940;ENSDARP00000012226;ENSDARP00000095301;ENSDARP00000095300;ENSDARP00000072006;ENSDARP00000019888
Actinopteri;Cypriniformes;Sinocyclocheilus_grahami;;;;;;;;;;;ENSSGRP00000011145;;;ENSSGRP00000031493;;ENSSGRP00000017643;;;ENSSGRP00000105810;ENSSGRP00000105814;;;;ENSSGRP00000015869;ENSSGRP00000021370;;;;;;;;ENSSGRP00000035530;;;ENSSGRP00000075869;ENSSGRP00000025333;ENSSGRP00000042153;ENSSGRP00000042011;;ENSSGRP00000015063;ENSSGRP00000009088;;;;;;;;;;;;ENSSGRP00000073488;ENSSGRP00000076992;;ENSSGRP00000037873;ENSSGRP00000104380;;;;;;;;;;;;;;;;;;;;ENSSGRP00000004031;ENSSGRP00000061037;;;ENSSGRP00000011847;;;;;;;;;;;;ENSSGRP00000059373;ENSSGRP00000070007;;ENSSGRP00000067062;;;;ENSSGRP00000009428;;;ENSSGRP00000007776;;ENSSGRP00000027344;ENSSGRP00000029949;;;;;;;;;;;;;;;;ENSSGRP00000024010;;;;;;;;ENSSGRP00000111000;ENSSGRP00000095818;ENSSGRP00000030942;;ENSSGRP00000023883;;;ENSSGRP00000064740;ENSSGRP00000068751;;;;;ENSSGRP00000053577;;ENSSGRP00000047199;;;;;;ENSSGRP00000071098;;;ENSSGRP00000097048;;ENSSGRP00000084373;;;;;ENSSGRP00000021649;;;;;;ENSSGRP00000011718;ENSSGRP00000086073;ENSSGRP00000007243;;;ENSSGRP00000092210;ENSSGRP00000045884;;;;;;ENSSGRP00000038835;;;;ENSSGRP00000028373;ENSSGRP00000101093;;ENSSGRP00000091187;ENSSGRP00000050411;ENSSGRP00000026657;ENSSGRP00000017848;ENSSGRP00000066272;ENSSGRP00000065339;ENSSGRP00000075288;;;ENSSGRP00000024461;;ENSSGRP00000014497;ENSSGRP00000051746;ENSSGRP00000052002;ENSSGRP00000036899;ENSSGRP00000036901;;ENSSGRP00000079846;;ENSSGRP00000017911;ENSSGRP00000036066;;ENSSGRP00000085441;;ENSSGRP00000048040;;ENSSGRP00000109436;ENSSGRP00000109428;ENSSGRP00000082872;ENSSGRP00000082873;ENSSGRP00000032023;ENSSGRP00000032022;ENSSGRP00000013772;;;
Actinopteri;Cyprinodontiformes;Cyprinodon_variegatus;;;;;ENSCVAP00000025746;;;;;;;;;;;ENSCVAP00000010873;;;;ENSCVAP00000007359;;;;ENSCVAP00000007570;ENSCVAP00000013031;;;;;;;;ENSCVAP00000016565;;ENSCVAP00000031386;ENSCVAP00000000384;ENSCVAP00000010087;ENSCVAP00000010052;ENSCVAP00000000945;;ENSCVAP00000001661;ENSCVAP00000004863;;;;;;;;;;;;ENSCVAP00000014136;ENSCVAP00000003207;;ENSCVAP00000004953;ENSCVAP00000019987;;;;;;;;;;;;;;;;;;;;ENSCVAP00000027932;ENSCVAP00000014887;;;;;;;;;;;;;ENSCVAP00000013324;ENSCVAP00000015046;ENSCVAP00000019749;ENSCVAP00000014346;;;ENSCVAP00000029697;;;ENSCVAP00000013353;;;ENSCVAP00000022686;;ENSCVAP00000004167;ENSCVAP00000032794;;;;;;;;;;;;;;;;ENSCVAP00000012598;;;;;;;;ENSCVAP00000031214;ENSCVAP00000031198;ENSCVAP00000026000;;ENSCVAP00000014511;;;ENSCVAP00000029175;ENSCVAP00000030453;;;;;ENSCVAP00000022213;;ENSCVAP00000010699;;ENSCVAP00000006885;;ENSCVAP00000001128;;ENSCVAP00000029559;;;ENSCVAP00000007738;;ENSCVAP00000026109;;;;;;;;;ENSCVAP00000017856;;ENSCVAP00000031195;ENSCVAP00000021886;ENSCVAP00000005542;;;ENSCVAP00000003674;ENSCVAP00000003663;;;;;;ENSCVAP00000001265;;;;;;;ENSCVAP00000028092;ENSCVAP00000004610;ENSCVAP00000014616;ENSCVAP00000014657;ENSCVAP00000025207;ENSCVAP00000008035;ENSCVAP00000012202;;;ENSCVAP00000029306;;;ENSCVAP00000023052;ENSCVAP00000023051;;ENSCVAP00000007061;;ENSCVAP00000022215;;ENSCVAP00000011195;;;ENSCVAP00000031031;;;ENSCVAP00000012947;;ENSCVAP00000007824;;ENSCVAP00000008749;ENSCVAP00000010305;ENSCVAP00000023624;ENSCVAP00000010105;ENSCVAP00000026572;ENSCVAP00000025844;
